2024-08-14 02:51:35,297: root: INFO: ParameterTrader : Executing the initialize lifecycle method
2024-08-14 02:51:35,713: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-08-14 02:51:35,713: root: INFO: ParameterTrader : Executing the before_market_opens lifecycle method
2024-08-14 02:51:35,713: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-08-14 02:51:35,713: root: INFO: ParameterTrader : Executing the before_starting_trading lifecycle method
2024-08-14 02:51:35,714: root: INFO: [34mParameterTrader : Executing the on_trading_iteration lifecycle method at 2024-08-14 02:51:35[0m
2024-08-14 02:51:35,714: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-14 02:51:35,716: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-14 02:51:36,404: root: INFO: [34mParameterTrader : Trading iteration ended at 2024-08-14 02:51:36[0m
2024-08-14 02:51:36,405: root: INFO: ParameterTrader : [34mSleeping for 86400 seconds[0m
2024-08-14 02:51:36,405: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-08-14 02:51:36,406: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-08-14 02:51:36,406: root: INFO: [34mParameterTrader : Executing the on_trading_iteration lifecycle method at 2024-08-14 02:51:36[0m
2024-08-14 02:51:36,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-14 02:51:36,406: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-14 02:51:36,612: root: INFO: [34mParameterTrader : Trading iteration ended at 2024-08-14 02:51:36[0m
2024-08-14 02:51:36,613: root: INFO: ParameterTrader : [34mSleeping for 86400 seconds[0m
2024-08-14 02:51:36,613: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-08-14 02:51:36,613: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-08-14 02:51:36,613: root: INFO: [34mParameterTrader : The market is not currently open, skipping this trading iteration[0m
2024-08-14 02:51:36,614: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-08-14 02:51:36,614: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-08-14 02:51:36,614: root: INFO: ParameterTrader : Executing the after_market_closes lifecycle method
2024-08-14 02:51:36,615: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-08-14 02:51:36,615: root: INFO: ParameterTrader : Executing the before_market_opens lifecycle method
2024-08-14 02:51:36,615: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-08-14 02:51:36,615: root: INFO: ParameterTrader : Executing the before_starting_trading lifecycle method
2024-08-14 02:51:36,616: root: INFO: [34mParameterTrader : Executing the on_trading_iteration lifecycle method at 2024-08-14 02:51:36[0m
2024-08-14 02:51:36,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
